Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Masoor Dal with Eggplant,Assam,Veg,None,230,Meal
Silkworm Curry with Vegetables,Assam,Non-Veg,Silkworm,360,Meal
Duck Curry with Eggplant,Assam,Non-Veg,Duck,340,Meal
Bhapa Alu with Tomato,Assam,Veg,None,210,Meal
Xukhua Murgi with Tomato,Assam,Non-Veg,Chicken,320,Meal
Aloo Tenga with Fish,Assam,Non-Veg,Fish,250,Meal
Pitha with Banana,Assam,Veg,None,180,Meal
Khar with Rice,Assam,Veg,None,210,Meal
Masor Tenga with Lentils,Assam,Non-Veg,Fish,260,Meal
Bamboo Shoot Curry with Peanuts,Assam,Veg,Peanuts,220,Meal
Khar with Carrots,Assam,Veg,None,190,Meal
Sukuti with Potato,Assam,Non-Veg,Beef,360,Meal
Patot Diya Duck,Assam,Non-Veg,Duck,340,Meal
Mung Dal with Rice,Assam,Veg,None,220,Meal
Bhapa Alu with Peanuts,Assam,Veg,Peanuts,230,Meal
Duck with Pumpkin,Assam,Non-Veg,Duck,340,Meal
Bora Saul with Peanuts,Assam,Veg,Peanuts,150,Meal
Pitha with Jaggery and Coconut,Assam,Veg,None,180,Meal
Aloo Bhaji with Coconut,Assam,Veg,None,210,Meal
Masor Tenga with Spinach,Assam,Non-Veg,Fish,240,Meal
Khar with Pumpkin Seeds,Assam,Veg,None,200,Meal
Duck Curry with Spinach,Assam,Non-Veg,Duck,350,Meal
Mung Dal with Pumpkin,Assam,Veg,None,210,Meal
Pitha with Banana and Jaggery,Assam,Veg,None,190,Meal
Sukuti with Spinach,Assam,Non-Veg,Beef,370,Meal
Khar with Lentils,Assam,Veg,None,210,Meal
Duck Curry with Potato and Carrots,Assam,Non-Veg,Duck,340,Meal
Masoor Dal with Carrots,Assam,Veg,None,220,Meal
Silkworm Curry with Spinach,Assam,Non-Veg,Silkworm,370,Meal
Pitha with Peanuts,Assam,Veg,Peanuts,170,Meal
Bhapa Alu with Spinach,Assam,Veg,None,210,Meal
Khar with Potato,Assam,Veg,None,200,Meal
Duck Curry with Beans,Assam,Non-Veg,Duck,350,Meal
Mung Dal with Spinach,Assam,Veg,None,220,Meal
Sukuti with Carrots,Assam,Non-Veg,Beef,360,Meal
Masor Tenga with Eggplant,Assam,Non-Veg,Fish,250,Meal
Pitha with Coconut and Jaggery,Assam,Veg,None,190,Meal
Aloo Pitika with Pumpkin,Assam,Veg,None,200,Meal
Duck with Spinach,Assam,Non-Veg,Duck,340,Meal
Bhapa Alu with Eggplant,Assam,Veg,None,220,Meal
Khar with Spinach,Assam,Veg,None,210,Meal
Sukuti with Eggplant,Assam,Non-Veg,Beef,370,Meal
Tamul Pitha with Coconut,Assam,Veg,None,170,Meal
Duck Curry with Tomatoes,Assam,Non-Veg,Duck,340,Meal
Masoor Dal with Peanuts,Assam,Veg,Peanuts,230,Meal
Khar with Fish and Peanuts,Assam,Non-Veg,Fish,250,Meal
Sukuti with Spinach and Carrots,Assam,Non-Veg,Beef,380,Meal
Aloo Bhaji with Tomatoes,Assam,Veg,None,220,Meal
Duck Curry with Potatoes and Carrots,Assam,Non-Veg,Duck,350,Meal
Pitha with Jaggery and Banana,Assam,Veg,None,190,Meal
Masor Tenga with Carrots,Assam,Non-Veg,Fish,260,Meal
Bhapa Alu with Peanuts and Tomatoes,Assam,Veg,Peanuts,230,Meal
Duck Curry with Spinach and Carrots,Assam,Non-Veg,Duck,340,Meal
Masoor Dal with Beans,Assam,Veg,None,220,Meal
Pitha with Coconut and Jaggery,Assam,Veg,None,190,Meal
Duck Curry with Eggplant and Beans,Assam,Non-Veg,Duck,350,Meal
Sukuti with Carrots and Spinach,Assam,Non-Veg,Beef,380,Meal
Masor Tenga with Beans and Eggplant,Assam,Non-Veg,Fish,270,Meal
Aloo Pitika with Spinach,Assam,Veg,None,200,Meal
Khar with Tomatoes,Assam,Veg,None,200,Meal
Duck Curry with Pumpkin and Beans,Assam,Non-Veg,Duck,340,Meal
Bhapa Alu with Carrots,Assam,Veg,None,210,Meal
Khar with Eggplant and Tomatoes,Assam,Veg,None,210,Meal
Pitha with Banana and Coconut,Assam,Veg,None,190,Meal
Masoor Dal with Spinach and Carrots,Assam,Veg,None,230,Meal
Duck Curry with Peanuts and Spinach,Assam,Non-Veg,Duck,350,Meal
Sukuti with Beans and Tomatoes,Assam,Non-Veg,Beef,380,Meal
Pitha with Jaggery and Banana,Assam,Veg,None,190,Meal
Masoor Dal with Eggplant and Beans,Assam,Veg,None,230,Meal
Duck Curry with Carrots and Beans,Assam,Non-Veg,Duck,350,Meal
Aloo Bhaji with Eggplant,Assam,Veg,None,210,Meal
Sukuti with Eggplant and Beans,Assam,Non-Veg,Beef,380,Meal
Khar with Beans and Spinach,Assam,Veg,None,210,Meal
Duck Curry with Carrots and Spinach,Assam,Non-Veg,Duck,340,Meal
Pitha with Banana and Peanuts,Assam,Veg,Peanuts,180,Meal
Masoor Dal with Eggplant and Spinach,Assam,Veg,None,230,Meal
Duck Curry with Pumpkin and Spinach,Assam,Non-Veg,Duck,340,Meal
Sukuti with Spinach and Beans,Assam,Non-Veg,Beef,380,Meal
Pitha with Jaggery and Spinach,Assam,Veg,None,190,Meal
Masoor Dal with Carrots and Spinach,Assam,Veg,None,230,Meal
Duck Curry with Peanuts and Beans,Assam,Non-Veg,Duck,350,Meal
Bhapa Alu with Spinach and Carrots,Assam,Veg,None,210,Meal
Masoor Dal with Beans and Spinach,Assam,Veg,None,230,Meal
Sukuti with Carrots and Beans,Assam,Non-Veg,Beef,380,Meal
Duck Curry with Beans and Spinach,Assam,Non-Veg,Duck,340,Meal
Pitha with Spinach and Banana,Assam,Veg,None,190,Meal
Duck Curry with Beans and Carrots,Assam,Non-Veg,Duck,350,Meal
Pitha with Beans and Peanuts,Assam,Veg,Peanuts,180,Meal
Duck Curry with Carrots and Beans,Assam,Non-Veg,Duck,350,Meal
Pitha with Spinach and Beans,Assam,Veg,None,190,Meal
Masoor Dal with Spinach and Beans,Assam,Veg,None,230,Meal
Thukpa,Arunachal Pradesh,veg,gluten,350,Meal
Momos,Arunachal Pradesh,veg,gluten,400,Meal
Zan,Arunachal Pradesh,veg,gluten,300,Meal
Apong,Arunachal Pradesh,non-veg,gluten,250,Meal
Bamboo Shoot Curry,Arunachal Pradesh,veg,none,150,Meal
Pork with Bamboo Shoot,Arunachal Pradesh,non-veg,none,400,Meal
Rice Beer,Arunachal Pradesh,non-veg,none,200,Meal
Chicken Curry,Arunachal Pradesh,non-veg,none,350,Meal
Pork Belly,Arunachal Pradesh,non-veg,none,500,Meal
Fried Fish,Arunachal Pradesh,non-veg,none,300,Meal
Vegetable Pakoras,Arunachal Pradesh,veg,gluten,250,Meal
Khar,Arunachal Pradesh,veg,none,200,Meal
Noodles with Vegetables,Arunachal Pradesh,veg,gluten,350,Meal
Beef Steak,Arunachal Pradesh,non-veg,none,400,Meal
Stir-Fried Vegetables,Arunachal Pradesh,veg,none,200,Meal
Rice,Arunachal Pradesh,veg,none,250,Meal
Sushi with Pork,Arunachal Pradesh,non-veg,gluten,300,Meal
Chana Dal,Arunachal Pradesh,veg,none,350,Meal
Mutton Curry,Arunachal Pradesh,non-veg,none,400,Meal
Potato Salad,Arunachal Pradesh,veg,none,200,Snack
Pork Stew,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Soup,Arunachal Pradesh,veg,none,150,Meal
Bamboo Shoot Salad,Arunachal Pradesh,veg,none,100,Snack
Chicken Korma,Arunachal Pradesh,non-veg,dairy,400,Meal
Mutton Kebabs,Arunachal Pradesh,non-veg,none,450,Meal
Vegetable Biryani,Arunachal Pradesh,veg,gluten,350,Meal
Chicken Shawarma,Arunachal Pradesh,non-veg,gluten,400,Meal
Pork with Chives,Arunachal Pradesh,non-veg,none,350,Meal
Fried Rice,Arunachal Pradesh,veg,gluten,400,Meal
Beef Curry,Arunachal Pradesh,non-veg,none,450,Meal
Vegetable Pakoda,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Tikka,Arunachal Pradesh,non-veg,none,300,Meal
Spicy Pork,Arunachal Pradesh,non-veg,none,350,Meal
Sweet Potato Fries,Arunachal Pradesh,veg,none,200,Meal
Lentil Soup,Arunachal Pradesh,veg,none,150,Meal
Bamboo Shoot Pickle,Arunachal Pradesh,veg,none,100,Meal
Beef Stew,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Stir Fry,Arunachal Pradesh,veg,none,200,Meal
Chicken Dumplings,Arunachal Pradesh,non-veg,gluten,300,Meal
Pork with Green Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Curry,Arunachal Pradesh,veg,none,250,Meal
Chicken Biryani,Arunachal Pradesh,non-veg,gluten,450,Meal
Pork Skewers,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Sandwich,Arunachal Pradesh,veg,gluten,300,Meal
Chicken Salad,Arunachal Pradesh,non-veg,none,250,Snack
Pork with Celery,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Noodles,Arunachal Pradesh,veg,gluten,350,Meal
Chicken Soup,Arunachal Pradesh,non-veg,none,200,Meal
Beef Stir Fry,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Korma,Arunachal Pradesh,veg,dairy,300,Meal
Pork with Tomatoes,Arunachal Pradesh,non-veg,none,350,Meal
Chicken Kebabs,Arunachal Pradesh,non-veg,none,300,Meal
Vegetable Stew,Arunachal Pradesh,veg,none,150,Meal
Mutton Stew,Arunachal Pradesh,non-veg,none,400,Meal
Chicken Wrap,Arunachal Pradesh,non-veg,gluten,350,Meal
Pork with Bamboo Shoot Pickle,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Fried Rice,Arunachal Pradesh,veg,gluten,350,Meal
Chicken with Vegetables,Arunachal Pradesh,non-veg,none,350,Meal
Pork Curry,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Soup with Noodles,Arunachal Pradesh,veg,gluten,250,Meal
Chicken with Bamboo Shoot,Arunachal Pradesh,non-veg,none,350,Meal
Beef with Vegetables,Arunachal Pradesh,non-veg,none,400,Meal
Spicy Chicken Curry,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Dumplings,Arunachal Pradesh,veg,gluten,300,Meal
Pork with Herbs,Arunachal Pradesh,non-veg,none,350,Meal
Chicken Stir Fry,Arunachal Pradesh,non-veg,none,300,Meal
Vegetable Biryani with Raita,Arunachal Pradesh,veg,dairy,400,Meal
Pork with Spinach,Arunachal Pradesh,non-veg,none,350,Meal
Chicken Salad with Greens,Arunachal Pradesh,non-veg,none,250,Snack
Spicy Pork with Rice,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Pakora with Chutney,Arunachal Pradesh,veg,gluten,300,Meal
Chicken with Spices,Arunachal Pradesh,non-veg,none,350,Meal
Beef with Potatoes,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,Meal
Chicken and Vegetable Soup,Arunachal Pradesh,non-veg,none,200,Meal
Pork and Vegetable Stew,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Rice with Curry,Arunachal Pradesh,veg,gluten,350,Meal
Chicken with Mushrooms,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Noodles,Arunachal Pradesh,non-veg,gluten,400,Meal
Vegetable Curry with Rice,Arunachal Pradesh,veg,gluten,400,Meal
Chicken and Rice Soup,Arunachal Pradesh,non-veg,none,250,Meal
Beef with Rice,Arunachal Pradesh,non-veg,none,400,Meal
Spicy Vegetable Soup,Arunachal Pradesh,veg,none,200,Meal
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,350,Meal
Pork and Rice,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Fritters,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Skewers,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Green Veggies,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Fried Noodles,Arunachal Pradesh,veg,gluten,350,Meal
Chicken and Spinach Soup,Arunachal Pradesh,non-veg,none,250,Meal
Pork with Cabbage,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Kebab,Arunachal Pradesh,veg,gluten,300,Meal
Chicken and Vegetable Biryani,Arunachal Pradesh,non-veg,gluten,450,Meal
Pork with Potatoes and Beans,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,Meal
Chicken Soup with Rice,Arunachal Pradesh,non-veg,none,250,Meal
Pork Curry with Rice,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Pakoras with Mint Chutney,Arunachal Pradesh,veg,gluten,300,Meal
Chicken with Beans,Arunachal Pradesh,non-veg,none,350,Meal
Pork Stir Fry,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Biryani,Arunachal Pradesh,veg,gluten,350,Meal
Chicken Curry with Vegetables,Arunachal Pradesh,non-veg,none,400,Meal
Pork with Pumpkin,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Soup with Barley,Arunachal Pradesh,veg,gluten,250,Meal
Chicken with Carrots,Arunachal Pradesh,non-veg,none,300,Meal
Pork and Potato Stew,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Fritters with Chutney,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Skewers with Vegetables,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Eggplant,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Noodles,Arunachal Pradesh,veg,gluten,350,Meal
Chicken and Mushroom Soup,Arunachal Pradesh,non-veg,none,250,Meal
Pork with Peppers,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Korma with Rice,Arunachal Pradesh,veg,dairy,400,Meal
Chicken and Spinach Curry,Arunachal Pradesh,non-veg,none,350,Meal
Pork with Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Biryani with Cucumber Raita,Arunachal Pradesh,veg,dairy,400,Meal
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,400,Meal
Pork with Green Beans and Carrots,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Pakoras with Tomato Chutney,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Vegetable Stir Fry,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Mushrooms,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Stew,Arunachal Pradesh,veg,none,200,Meal
Chicken Soup with Vegetables,Arunachal Pradesh,non-veg,none,250,Meal
Pork with Spinach and Carrots,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Rice with Lentils,Arunachal Pradesh,veg,gluten,350,Meal
Chicken and Beans Soup,Arunachal Pradesh,non-veg,none,250,Meal
Pork Curry with Eggplant,Arunachal Pradesh,non-veg,none,400,Meal
Vegetable Fritters with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Vegetable Skewers,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Sweet Corn,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Biryani with Raita,Arunachal Pradesh,veg,dairy,400,Meal
Chicken Curry with Mushrooms,Arunachal Pradesh,non-veg,none,350,Meal
Pork with Green Beans and Tomatoes,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Pakoras with Mint Raita,Arunachal Pradesh,veg,gluten,250,Meal
Pork with Eggplant and Mushrooms,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Noodles with Peppers,Arunachal Pradesh,veg,gluten,350,Meal
Chicken Soup with Spinach,Arunachal Pradesh,non-veg,none,250,Meal
Pork with Pumpkin and Carrots,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Korma with Naan,Arunachal Pradesh,veg,dairy,400,Meal
Chicken and Carrots Stir Fry,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Eggplant and Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Pakoras with Yogurt,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Skewers with Rice,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Peppers and Carrots,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Curry with Barley,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Spinach Stew,Arunachal Pradesh,non-veg,none,350,Meal
Pork with Pumpkin and Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Fritters with Spinach,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Vegetable Noodles,Arunachal Pradesh,non-veg,gluten,350,Meal
Pork with Sweet Potatoes and Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Soup with Eggplant,Arunachal Pradesh,veg,none,250,Meal
Chicken with Beans and Carrots,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Eggplant and Peppers,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Skewers with Rice and Vegetables,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Sweet Corn and Peppers,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Biryani with Yogurt,Arunachal Pradesh,veg,dairy,400,Meal
Chicken Curry with Mushrooms and Beans,Arunachal Pradesh,non-veg,none,350,Meal
Pork with Spinach and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Korma with Barley,Arunachal Pradesh,veg,dairy,400,Meal
Chicken and Carrots Soup,Arunachal Pradesh,non-veg,none,250,Meal
Pork with Eggplant and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Soup with Lentils,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Beans Stew,Arunachal Pradesh,non-veg,none,350,Meal
Pork with Sweet Corn and Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Curry with Beans,Arunachal Pradesh,veg,gluten,250,Meal
Chicken and Vegetable Biryani with Raita,Arunachal Pradesh,non-veg,dairy,450,Meal
Pork with Pumpkin and Green Beans,Arunachal Pradesh,non-veg,none,350,Meal
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,Meal
Chicken Skewers with Vegetables and Rice,Arunachal Pradesh,non-veg,none,300,Meal
Pork with Peppers and Sweet Corn,Arunachal Pradesh,non-veg,none,350,Meal
Spicy Vegetable Biryani with Yogurt Dip,Arunachal Pradesh,veg,dairy,400,Meal
Pulihora,Andhra Pradesh,Veg,Nuts,300,Meal
Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",600,Meal
Gongura Pachadi,Andhra Pradesh,Veg,Nuts,150,Meal
Andhra Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Pesarattu,Andhra Pradesh,Veg,None,250,Meal
Dosa,Andhra Pradesh,Veg,None,200,Breakfast
Avakaya,Andhra Pradesh,Veg,None,180,Meal
Pulled Fish Curry,Andhra Pradesh,Non-Veg,Dairy,350,Meal
Bagara Rice,Andhra Pradesh,Veg,Nuts,500,Meal
Hyderabadi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,Meal
Chinta Chiguru Pappu,Andhra Pradesh,Veg,None,200,Meal
Kachchi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",700,Meal
Kandi Pachadi,Andhra Pradesh,Veg,None,130,Meal
Brahmin's Lunch,Andhra Pradesh,Veg,Nuts,400,Meal
Curd Rice,Andhra Pradesh,Veg,Dairy,350,Meal
Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Pesarattu Dosa,Andhra Pradesh,Veg,None,260,Breakfast
Cabbage Curry,Andhra Pradesh,Veg,None,150,Meal
Gongura Chicken,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Mango Pachadi,Andhra Pradesh,Veg,None,100,Meal
Egg Curry,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Ulavacharu,Andhra Pradesh,Veg,None,200,Meal
Murgh Musallam,Andhra Pradesh,Non-Veg,Dairy,600,Meal
Vegetable Biryani,Andhra Pradesh,Veg,Nuts,550,Meal
Sambar,Andhra Pradesh,Veg,None,200,Meal
Chili Chicken,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Kandipappu,Andhra Pradesh,Veg,None,180,Meal
Dondakaya Fry,Andhra Pradesh,Veg,None,200,Meal
Shahi Korma,Andhra Pradesh,Non-Veg,"Dairy, Nuts",500,Meal
Poornalu,Andhra Pradesh,Veg,Nuts,300,Meal
Bendakaya Fry,Andhra Pradesh,Veg,None,150,Meal
Bhindi Masala,Andhra Pradesh,Veg,None,200,Meal
Mutton Keema,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Pappu Charu,Andhra Pradesh,Veg,None,180,Meal
Chicken Fry,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Mirchi Bajji,Andhra Pradesh,Veg,None,250,Meal
Chana Dal Curry,Andhra Pradesh,Veg,None,220,Meal
Fish Fry,Andhra Pradesh,Non-Veg,Dairy,350,Meal
Aloo Curry,Andhra Pradesh,Veg,None,200,Meal
Pesarattu Upma,Andhra Pradesh,Veg,None,250,Breakfast
Mutton Shorba,Andhra Pradesh,Non-Veg,Dairy,350,Meal
Gutti Vankaya,Andhra Pradesh,Veg,Nuts,220,Meal
Pulao,Andhra Pradesh,Veg,Nuts,500,Meal
Kobbari Pachadi,Andhra Pradesh,Veg,Nuts,150,Meal
Chakna,Andhra Pradesh,Veg,Nuts,250,Meal
Kothimeera Pachadi,Andhra Pradesh,Veg,None,120,Meal
Beef Curry,Andhra Pradesh,Non-Veg,Dairy,550,Meal
Vegetable Kurma,Andhra Pradesh,Veg,Nuts,400,Meal
Kobbari Mithai,Andhra Pradesh,Veg,Nuts,300,Meal
Kura,Andhra Pradesh,Veg,None,180,Meal
Vankaya Curry,Andhra Pradesh,Veg,None,200,Meal
Pesarattu Dosa,Andhra Pradesh,Veg,None,270,Breakfast
Pulihora Rice,Andhra Pradesh,Veg,Nuts,320,Meal
Mutton Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,Meal
Pappu,Andhra Pradesh,Veg,None,200,Meal
Sambar Rice,Andhra Pradesh,Veg,None,350,Meal
Egg Dosa,Andhra Pradesh,Non-Veg,Dairy,400,Breakfast
Gongura Mutton,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Chakodi,Andhra Pradesh,Veg,None,250,Meal
Guttivankaya Kura,Andhra Pradesh,Veg,Nuts,200,Meal
Chicken Pakora,Andhra Pradesh,Non-Veg,Dairy,350,Meal
Tomato Rice,Andhra Pradesh,Veg,None,300,Meal
Coriander Rice,Andhra Pradesh,Veg,None,320,Meal
Mutton Korma,Andhra Pradesh,Non-Veg,Dairy,600,Meal
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Onion Uttapam,Andhra Pradesh,Veg,None,300,Meal
Masala Dosa,Andhra Pradesh,Veg,None,250,Breakfast
Chintakaya Pachadi,Andhra Pradesh,Veg,None,150,Meal
Tomato Pachadi,Andhra Pradesh,Veg,None,130,Meal
Vegetable Sambar,Andhra Pradesh,Veg,None,200,Meal
Mutton Keema Curry,Andhra Pradesh,Non-Veg,Dairy,550,Meal
Kandipappu Kura,Andhra Pradesh,Veg,None,180,Meal
Methi Thepla,Andhra Pradesh,Veg,None,250,Meal
Pappu Charu Rice,Andhra Pradesh,Veg,None,200,Meal
Chepala Vepudu,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Vegetable Upma,Andhra Pradesh,Veg,None,250,Breakfast
Bhindi Do Pyaza,Andhra Pradesh,Veg,None,180,Meal
Mutton Seekh Kebabs,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Masala Pappu,Andhra Pradesh,Veg,None,180,Meal
Coconut Chutney,Andhra Pradesh,Veg,Nuts,150,Meal
Mutton Liver Fry,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Palak Curry,Andhra Pradesh,Veg,None,200,Meal
Chickpea Salad,Andhra Pradesh,Veg,None,220,Snack
Hyderabadi Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,Meal
Nellore Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Tomato Chutney,Andhra Pradesh,Veg,None,100,Meal
Tandoori Chicken,Andhra Pradesh,Non-Veg,None,500,Meal
Vegetable Pakoras,Andhra Pradesh,Veg,None,300,Meal
Kachori,Andhra Pradesh,Veg,Nuts,350,Meal
Chicken Kebab,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Veg Korma,Andhra Pradesh,Veg,Nuts,400,Meal
Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,Meal
Kothimeera Kura,Andhra Pradesh,Veg,None,180,Meal
Vegetable Korma,Andhra Pradesh,Veg,Nuts,400,Meal
Gongura Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Vegetable Curry,Andhra Pradesh,Veg,None,200,Meal
Chicken Saag,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Rava Kesari,Andhra Pradesh,Veg,Nuts,350,Meal
Mutton Seekh Kebab,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Mutton Rogan Josh,Andhra Pradesh,Non-Veg,Dairy,500,Meal
Palak Paneer,Andhra Pradesh,Veg,Dairy,400,Meal
Coconut Rice,Andhra Pradesh,Veg,None,300,Meal
Mutton Tikka,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Veg Samosa,Andhra Pradesh,Veg,None,250,Meal
Rasam,Andhra Pradesh,Veg,None,150,Meal
Fish Curry,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Mutton Dum Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,Meal
Bhindi Fry,Andhra Pradesh,Veg,None,200,Meal
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Gongura Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Vegetable Pulao,Andhra Pradesh,Veg,Nuts,500,Meal
Chicken Saagwala,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,Meal
Palak Chicken,Andhra Pradesh,Non-Veg,Dairy,400,Meal
Chana Masala,Andhra Pradesh,Veg,None,250,Meal
Rogan Josh,Jammu and Kashmir,non-veg,none,450,Meal
Yakhni,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Pulao,Jammu and Kashmir,veg,nuts,350,Meal
Kahwa,Jammu and Kashmir,vegan,none,70,Meal
Gushtaba,Jammu and Kashmir,non-veg,none,500,Meal
Dum Aloo,Jammu and Kashmir,veg,none,300,Meal
Marchwangan Korma,Jammu and Kashmir,non-veg,nuts,450,Meal
Paneer Tikka,Jammu and Kashmir,veg,dairy,250,Meal
Kashmiri Rista,Jammu and Kashmir,non-veg,none,480,Meal
Methi Thepla,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Naan,Jammu and Kashmir,veg,gluten,250,Meal
Pulao,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chai,Jammu and Kashmir,vegan,none,100,Meal
Kashmiri Dum Aloo,Jammu and Kashmir,veg,none,320,Meal
Aloo Gobi,Jammu and Kashmir,veg,none,280,Meal
Kashmiri Kofta,Jammu and Kashmir,veg,dairy,400,Meal
Kashmiri Qeema,Jammu and Kashmir,non-veg,none,500,Meal
Roti,Jammu and Kashmir,veg,gluten,150,Meal
Chaman Kaliya,Jammu and Kashmir,veg,dairy,320,Meal
Zafrani Kebab,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Kebab,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,550,Meal
Kashmiri Saag,Jammu and Kashmir,veg,none,300,Meal
